20160427235227,10.0.0.1,56433,10.0.0.2,5001,3,0.0-1.0,1703936,13631488
20160427235227,10.0.0.1,56433,10.0.0.2,5001,3,1.0-2.0,1310720,10485760
20160427235229,10.0.0.1,56433,10.0.0.2,5001,3,2.0-3.0,1441792,11534336
20160427235230,10.0.0.1,56433,10.0.0.2,5001,3,3.0-4.0,1441792,11534336
20160427235231,10.0.0.1,56433,10.0.0.2,5001,3,4.0-5.0,1441792,11534336
20160427235231,10.0.0.1,56433,10.0.0.2,5001,3,5.0-6.0,1048576,8388608
20160427235233,10.0.0.1,56433,10.0.0.2,5001,3,6.0-7.0,1966080,15728640
20160427235234,10.0.0.1,56433,10.0.0.2,5001,3,7.0-8.0,1441792,11534336
20160427235234,10.0.0.1,56433,10.0.0.2,5001,3,8.0-9.0,786432,6291456
20160427235236,10.0.0.1,56433,10.0.0.2,5001,3,9.0-10.0,1703936,13631488
20160427235237,10.0.0.1,56433,10.0.0.2,5001,3,10.0-11.0,917504,7340032
20160427235238,10.0.0.1,56433,10.0.0.2,5001,3,11.0-12.0,1835008,14680064
20160427235239,10.0.0.1,56433,10.0.0.2,5001,3,12.0-13.0,917504,7340032
20160427235240,10.0.0.1,56433,10.0.0.2,5001,3,13.0-14.0,786432,6291456
20160427235240,10.0.0.1,56433,10.0.0.2,5001,3,14.0-15.0,917504,7340032
20160427235242,10.0.0.1,56433,10.0.0.2,5001,3,15.0-16.0,1835008,14680064
20160427235243,10.0.0.1,56433,10.0.0.2,5001,3,16.0-17.0,917504,7340032
20160427235243,10.0.0.1,56433,10.0.0.2,5001,3,17.0-18.0,917504,7340032
20160427235245,10.0.0.1,56433,10.0.0.2,5001,3,18.0-19.0,1835008,14680064
20160427235246,10.0.0.1,56433,10.0.0.2,5001,3,19.0-20.0,917504,7340032
20160427235246,10.0.0.1,56433,10.0.0.2,5001,3,20.0-21.0,917504,7340032
20160427235248,10.0.0.1,56433,10.0.0.2,5001,3,21.0-22.0,1703936,13631488
20160427235249,10.0.0.1,56433,10.0.0.2,5001,3,22.0-23.0,917504,7340032
20160427235250,10.0.0.1,56433,10.0.0.2,5001,3,23.0-24.0,917504,7340032
20160427235251,10.0.0.1,56433,10.0.0.2,5001,3,24.0-25.0,1835008,14680064
20160427235252,10.0.0.1,56433,10.0.0.2,5001,3,25.0-26.0,917504,7340032
20160427235253,10.0.0.1,56433,10.0.0.2,5001,3,26.0-27.0,917504,7340032
20160427235253,10.0.0.1,56433,10.0.0.2,5001,3,27.0-28.0,917504,7340032
20160427235255,10.0.0.1,56433,10.0.0.2,5001,3,28.0-29.0,1835008,14680064
20160427235256,10.0.0.1,56433,10.0.0.2,5001,3,29.0-30.0,917504,7340032
20160427235256,10.0.0.1,56433,10.0.0.2,5001,3,0.0-30.3,38010880,10026615
